ChEBI_ID,Synonyms
CHEBI:17062,primary aliphatic amines
CHEBI:17062,rch2nh2
CHEBI:36876,inorganic anion radical
CHEBI:36876,inorganic radical anions
CHEBI:32505,phenylalanine cation
CHEBI:32505,1-carboxy-2-phenylethanaminium
CHEBI:33842,aromatic annulenes
CHEBI:17821,"5-methyl-2,4(1h,3h)-pyrimidinedione"
CHEBI:17821,"5-methylpyrimidine-2,4(1h,3h)-dione"
CHEBI:17821,thy
CHEBI:17821,5-methyluracil
CHEBI:17821,thymin
CHEBI:17821,"2,4-dihydroxy-5-methylpyrimidine"
CHEBI:17821,t
CHEBI:51373,gaba agonists
CHEBI:51373,gaba receptor agonists
CHEBI:51373,gamma-aminobutyric acid receptor agonist
CHEBI:51373,gaba receptor agonist
CHEBI:51373,gamma-aminobutyric acid receptor agonists
CHEBI:33488,oxoanions of selenium
CHEBI:33488,selenium oxoanions
CHEBI:5653,hemiacetals
CHEBI:16467,l-arg
CHEBI:16467,arg
CHEBI:16467,arginine
CHEBI:16467,(s)-2-amino-5-guanidinovaleric acid
CHEBI:16467,l-(+)-arginine
CHEBI:16467,(2s)-2-amino-5-(carbamimidamido)pentanoic acid
CHEBI:16467,(2s)-2-amino-5-guanidinopentanoic acid
CHEBI:16467,r
CHEBI:16467,l-arginin
CHEBI:16467,(s)-2-amino-5-guanidinopentanoic acid
CHEBI:25106,macrolides
CHEBI:25106,makrolid
CHEBI:88061,polyamines
CHEBI:25567,[no(oh)]
CHEBI:25567,nitrosyl hydroxide
CHEBI:25567,hno2
CHEBI:38867,anaesthetikum
CHEBI:38867,anesthetic agent
CHEBI:38867,anaesthetics
CHEBI:38867,anaesthetika
CHEBI:38867,anesthetic drug
CHEBI:38867,anesthetics
CHEBI:32872,h2pro(+)
CHEBI:32872,proline cation
CHEBI:32872,2-carboxypyrrolidinium
CHEBI:33424,sulfur oxoacid derivatives
CHEBI:26082,phosphorus molecular entities
CHEBI:75381,ec 1.11.1.* (peroxidase) inhibitors
CHEBI:75381,ec 1.11.1.* inhibitors
CHEBI:75381,ec 1.11.1 inhibitors
CHEBI:75381,ec 1.11.1.* (peroxidases) inhibitors
CHEBI:75381,ec 1.11.1.* (peroxidase) inhibitor
CHEBI:75381,ec 1.11.1.* inhibitor
CHEBI:75381,inhibitors of peroxidases
CHEBI:75381,peroxidases inhibitors
CHEBI:75381,ec 1.11.1 inhibitor
CHEBI:75381,inhibitor of peroxidases
CHEBI:62764,rni
CHEBI:62764,rns
CHEBI:61560,deoxyribonucleoside triphosphate(4-)
CHEBI:61560,a 2'-deoxyribonucleoside 5'-triphosphate
CHEBI:61560,dntp(4-)
CHEBI:30776,hexylic acid
CHEBI:30776,caproic acid
CHEBI:30776,n-caproic acid
CHEBI:30776,1-pentanecarboxylic acid
CHEBI:30776,ch3-[ch2]4-cooh
CHEBI:30776,hexoic acid
CHEBI:30776,pentiformic acid
CHEBI:30776,pentanecarboxylic acid
CHEBI:30776,n-hexoic acid
CHEBI:30776,n-hexylic acid
CHEBI:30776,butylacetic acid
CHEBI:30776,pentylformic acid
CHEBI:30776,capronic acid
CHEBI:30776,6:0
CHEBI:30776,hexanoate
CHEBI:30776,c6:0
CHEBI:30776,1-hexanoic acid
CHEBI:30776,n-hexanoic acid
CHEBI:35842,anti-rheumatic drugs
CHEBI:35842,antirheumatic agent
CHEBI:35842,antirheumatic drugs
CHEBI:15346,koenzym a
CHEBI:15346,hscoa
CHEBI:15346,coa-sh
CHEBI:15346,"[(2r,3s,4r,5r)-5-(6-amino-9h-purin-9-yl)-4-hydroxy-3-(phosphonooxy)tetrahydrofuran-2-yl]methyl (3r)-3-hydroxy-4-({3-oxo-3-[(2-sulfanylethyl)amino]propyl}amino)-2,2-dimethyl-4-oxobutyl dihydrogen diphosphate"
CHEBI:15346,coash
CHEBI:15346,3'-phosphoadenosine-(5')diphospho(4')pantatheine
CHEBI:15346,coa
CHEBI:15346,coenzym a
CHEBI:36416,mancude-ring organic heterotricyclic parents
CHEBI:36416,mancude organic heterotricyclic parents
CHEBI:36683,organochloride compounds
CHEBI:36683,organochlorides
CHEBI:36683,organochloride
CHEBI:36683,an organochlorine molecule
CHEBI:36683,organochlorine compounds
CHEBI:36683,chlororganische verbindungen
CHEBI:36683,organochloride compound
CHEBI:36683,chloroorganic compounds
CHEBI:25094,lys
CHEBI:25094,lysin
CHEBI:25094,"alpha,epsilon-diaminocaproic acid"
CHEBI:25094,k
CHEBI:91139,elr agonist
CHEBI:91139,elastin-laminin receptor agonists
CHEBI:91139,elr agonists
CHEBI:71315,n'-monoacetylchitobiose-6'-phosphate
CHEBI:71315,n-monoacetylchitobiose-6-phosphate(1-)
CHEBI:71315,4-o-(2-acetamido-2-deoxy-6-o-phosphonato-beta-d-glucopyranosyl)-2-azaniumyl-2-deoxy-d-glucopyranose
CHEBI:71315,n-monoacetylchitobiose-6-phosphate
CHEBI:29195,cyanat
CHEBI:29195,ocn(-)
CHEBI:29195,cyanate ion
CHEBI:29195,[c(n)o](-)
CHEBI:29195,zyanat
CHEBI:30477,tellurate (teo3(2-))
CHEBI:30477,[teo3](2-)
CHEBI:30477,teo3(2-)
CHEBI:59202,straight-chain fatty acids
CHEBI:37955,classical antihistamines
CHEBI:37955,classical antihistaminics
CHEBI:37955,h1-receptor antagonists
CHEBI:37955,h1 receptor antagonists
CHEBI:37955,h1 antihistaminics
CHEBI:37955,h1 receptor blockaders
CHEBI:37955,h1-receptor blockers
CHEBI:37955,h1-receptor blocker
CHEBI:64365,aralkylamino compounds
CHEBI:28044,f
CHEBI:28044,dl-phenylalanine
CHEBI:28044,phe
CHEBI:28044,fenilalanina
CHEBI:28044,alpha-amino-beta-phenylpropionic acid
CHEBI:28044,phenylalanin
CHEBI:50733,food supplementation
CHEBI:50733,nutritional supplement
CHEBI:50733,dietary supplement
CHEBI:61355,beta-hydroxy carboxylic acid
CHEBI:61355,beta-hydroxy carboxylic acids
CHEBI:61355,beta-hydroxycarboxylic acids
CHEBI:61355,beta-hydroxycarboxylic acid
CHEBI:61355,3-hydroxycarboxylic acid
CHEBI:61355,3-hydroxy carboxylic acids
CHEBI:61355,3-hydroxycarboxylic acids
CHEBI:24835,inorganic entity
CHEBI:24835,inorganic molecular entities
CHEBI:24835,inorganic compounds
CHEBI:24835,inorganics
CHEBI:24835,anorganische verbindungen
CHEBI:29347,monocarboxylic acid amides
CHEBI:33671,polyheterocyclic compounds
CHEBI:7596,nitroferricyanide
CHEBI:7596,[fe(cn)5(no)](2-)
CHEBI:60251,guanidinium ions
CHEBI:60251,diaminomethaniminium ion
CHEBI:60251,diaminomethaniminium ions
CHEBI:32646,methionine cation
CHEBI:32646,h2met(+)
CHEBI:32646,1-carboxy-3-(methylsulfanyl)propan-1-aminium
CHEBI:45064,phosphite
CHEBI:45064,po3(3-)
CHEBI:45064,phosphite ion
CHEBI:45064,[po3](3-)
CHEBI:45064,phosphit
CHEBI:22653,n
CHEBI:22653,"2,4-diamino-4-oxobutanoic acid"
CHEBI:22653,dl-asparagine
CHEBI:22653,asparagina
CHEBI:22653,asparagin
CHEBI:22653,hasp
CHEBI:22653,2-amino-3-carbamoylpropanoic acid
CHEBI:22653,asn
CHEBI:136859,pro-agents
CHEBI:136859,proagents
CHEBI:136859,proagent
CHEBI:38976,alkylbenzenes
CHEBI:38976,alkylbenzol
CHEBI:23622,deoxygalactoses
CHEBI:22860,betaines
CHEBI:22860,amino acid betaines
CHEBI:22860,amino-acid betaines
CHEBI:25223,mesylate ester
CHEBI:25223,methanesulfonic acid esters
CHEBI:25223,mesylate esters
CHEBI:22695,bases
CHEBI:22695,base1
CHEBI:22695,nucleobase
CHEBI:22695,basen
CHEBI:22695,base2
CHEBI:10545,elektron
CHEBI:10545,beta(-)
CHEBI:10545,beta
CHEBI:10545,beta-particle
CHEBI:10545,negatron
CHEBI:10545,e(-)
CHEBI:10545,e
CHEBI:10545,e-
CHEBI:47916,2-aryl-1-benzopyran
CHEBI:47916,2-aryl-1-benzopyrans
CHEBI:47916,flavonoids
CHEBI:30031,"butanedioic acid, ion(2-)"
CHEBI:30031,succinate
CHEBI:30031,(-)ooc-ch2-ch2-coo(-)
CHEBI:53000,epitope function
CHEBI:53000,epitope role
CHEBI:53000,antigenic determinant
CHEBI:30740,egtazic acid
CHEBI:30740,"ethylene glycol-o,o'-bis(2-aminoethyl)-n,n,n',n'-tetraacetic acid"
CHEBI:30740,[ethylenebis(oxyethylenenitrilo)]tetraacetic acid
CHEBI:30740,h4egta
CHEBI:30740,egta
CHEBI:30740,"3,12-bis(carboxymethyl)-6,9-dioxa-3,12-diazatetradecanedioic acid"
CHEBI:30740,"ethylene glycol bis(beta-aminoethyl ether)-n,n,n',n'-tetraacetic acid"
CHEBI:24650,n-hydroxy-amides
CHEBI:24650,hydroxamic acids
CHEBI:24650,n-hydroxy amides
CHEBI:24650,n-hydroxyamide
CHEBI:24650,n-hydroxy amide
CHEBI:24650,n-hydroxyamides
CHEBI:24650,n-hydroxy-amide
CHEBI:24837,inorganic peroxides
CHEBI:37416,dna-directed rna polymerase inhibitor
CHEBI:37416,rna polymerase ii inhibitors
CHEBI:37416,directed rna polymerase inhibitor
CHEBI:37416,ribonucleic transcriptase inhibitor
CHEBI:37416,dna-dependent ribonucleate nucleotidyltransferase inhibitor
CHEBI:37416,dna-dependent rna nucleotidyltransferase inhibitors
CHEBI:37416,ribonucleic acid transcriptase inhibitor
CHEBI:37416,ribonucleic polymerase inhibitors
CHEBI:37416,rna polymerase inhibitors
CHEBI:37416,ribonucleate nucleotidyltransferase inhibitor
CHEBI:37416,transcriptase inhibitors
CHEBI:37416,rna transcriptase inhibitors
CHEBI:37416,dna-dependent rna polymerase inhibitors
CHEBI:37416,ribonucleic acid polymerase inhibitor
CHEBI:37416,ribonucleic acid polymerase inhibitors
CHEBI:37416,ec 2.7.7.6 inhibitors
CHEBI:37416,ribonucleate polymerase inhibitors
CHEBI:37416,ribonucleic acid nucleotidyltransferase inhibitor
CHEBI:37416,rna nucleotidyltransferase inhibitors
CHEBI:37416,dna-dependent ribonucleate nucleotidyltransferase inhibitors
CHEBI:37416,nucleoside-triphosphate:rna nucleotidyltransferase (dna-directed) inhibitors
CHEBI:37416,rna polymerase (ec 2.7.7.6) inhibitors
CHEBI:37416,rna polymerase iii inhibitor
CHEBI:37416,rna polymerase i inhibitors
CHEBI:37416,dna-dependent rna nucleotidyltransferase inhibitor
CHEBI:37416,ribonucleic polymerase inhibitor
CHEBI:37416,deoxyribonucleic acid-dependent ribonucleic acid polymerase inhibitors
CHEBI:37416,c rna formation factors inhibitor
CHEBI:37416,dna-dependent rna polymerase inhibitor
CHEBI:37416,ribonucleate polymerase inhibitor
CHEBI:37416,rna nucleotidyltransferase (dna-directed) inhibitor
CHEBI:37416,c ribonucleic acid formation factors inhibitors
CHEBI:37416,rna nucleotidyltransferase inhibitor
CHEBI:37416,rna polymerase inhibitor
CHEBI:37416,rna transcriptase inhibitor
CHEBI:37416,deoxyribonucleic acid-dependent ribonucleic acid polymerase inhibitor
CHEBI:37416,dna-directed rna polymerase inhibitors
CHEBI:37416,rna polymerase iii inhibitors
CHEBI:37416,ec 2.7.7.6 (rna polymerase) inhibitors
CHEBI:37416,ribonucleic acid nucleotidyltransferase inhibitors
CHEBI:37416,c ribonucleic acid formation factors inhibitor
CHEBI:37416,nucleoside-triphosphate:rna nucleotidyltransferase (dna-directed) inhibitor
CHEBI:37416,dna-directed nucleoside-triphosphate:rna nucleotidyltransferase inhibitors
CHEBI:37416,rna polymerase (ec 2.7.7.6) inhibitor
CHEBI:37416,rna nucleotidyltransferase (dna-directed) inhibitors
CHEBI:37416,transcriptase inhibitor
CHEBI:37416,ribonucleic acid transcriptase inhibitors
CHEBI:37416,c rna formation factors inhibitors
CHEBI:37416,rna polymerase ii inhibitor
CHEBI:37416,ribonucleic transcriptase inhibitors
CHEBI:37416,rna polymerase i inhibitor
CHEBI:37416,dna-directed nucleoside-triphosphate:rna nucleotidyltransferase inhibitor
CHEBI:37416,ec 2.7.7.6 inhibitor
CHEBI:37416,ribonucleate nucleotidyltransferase inhibitors
CHEBI:59724,ribonucleoside triphosphate oxoanions
CHEBI:59724,ribonucleoside triphosphate anions
CHEBI:59724,ribonucleoside triphosphate anion
CHEBI:33859,aromatic carboxylic acids
CHEBI:78870,nitrito sodico
CHEBI:78870,natrium nitrit
CHEBI:78870,nano2
CHEBI:78870,nitrite de sodium
CHEBI:25414,monovalent inorganic cations
CHEBI:25414,monoatomic monocations
CHEBI:35701,esters
CHEBI:51208,mecilinamo
CHEBI:51208,coactin
CHEBI:51208,amdinocillin
CHEBI:51208,mecillinamum
CHEBI:51208,penicillin hx
CHEBI:51208,"(2s,5r,6r)-6-[(azepan-1-ylmethylidene)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid"
CHEBI:32704,l-tryptophan cation
CHEBI:32704,(1s)-1-carboxy-2-(1h-indol-3-yl)ethanaminium
CHEBI:16670,peptido
CHEBI:16670,peptid
CHEBI:16670,peptidos
CHEBI:35471,psychoactive drugs
CHEBI:35471,psychoactive agent
CHEBI:35471,psychopharmaceuticals
CHEBI:35471,psychotropic drugs
CHEBI:57390,phenylacetyl-coa
CHEBI:57390,phenylacetyl-coenzyme a(4-)
CHEBI:57390,phenylacetyl-coa tetraanion
CHEBI:18186,2-amino-3-(4-hydroxyphenyl)propanoic acid
CHEBI:18186,y
CHEBI:18186,tyrosin
CHEBI:18186,tirosina
CHEBI:18186,2-amino-3-(p-hydroxyphenyl)propionic acid
CHEBI:18186,tyr
CHEBI:18186,3-(p-hydroxyphenyl)alanine
CHEBI:22633,arsenite ions
CHEBI:22633,arsenite anions
CHEBI:32846,serine cation
CHEBI:32846,1-carboxy-2-hydroxyethanaminium
CHEBI:75215,natriummolybdat
CHEBI:75215,sodium molybdate (anh.)
CHEBI:75215,na2moo4
CHEBI:75215,sodium molybdate
CHEBI:75215,sodium molybdate(vi)
CHEBI:75215,"molybdic acid, disodium salt"
CHEBI:75215,sodium orthomolybdate
CHEBI:75215,disodium tetraoxomolybdate
CHEBI:75215,disodium molybdate
CHEBI:77182,food colorings
CHEBI:77182,food coloring
CHEBI:77182,food colourings
CHEBI:23965,oestradiol
CHEBI:35718,antifungal agents
CHEBI:35718,antifungal drugs
CHEBI:35718,antifungal drug
CHEBI:35718,antifungal
CHEBI:35718,antifungals
CHEBI:49302,2-hydroxy monocarboxylic acids
CHEBI:49302,2-hydroxy acid
CHEBI:30050,colloidal gold
CHEBI:30050,gold flake
CHEBI:30050,aun
CHEBI:30050,au(0)
CHEBI:30050,gold leaf
CHEBI:36421,benzo[c]quinoline
CHEBI:36421,"3,4-benzoisoquinoline"
CHEBI:36421,"3,4-benzoquinoline"
CHEBI:36421,9-azaphenanthrene
CHEBI:36421,6-phenanthridine
CHEBI:17596,inosina
CHEBI:17596,9-beta-d-ribofuranosyl-9h-purin-6-ol
CHEBI:17596,i
CHEBI:17596,inosinum
CHEBI:17596,hypoxanthine d-riboside
CHEBI:17596,inosin
CHEBI:17596,hypoxanthosine
CHEBI:17596,9-beta-d-ribofuranosylhypoxanthine
CHEBI:17992,sacarosa
CHEBI:17992,1-alpha-d-glucopyranosyl-2-beta-d-fructofuranoside
CHEBI:17992,sacharose
CHEBI:17992,table sugar
CHEBI:17992,beta-d-fruf-(2<->1)-alpha-d-glcp
CHEBI:17992,cane sugar
CHEBI:17992,saccharose
CHEBI:17992,white sugar
CHEBI:29287,79au
CHEBI:29287,aurum
CHEBI:29287,au
CHEBI:29287,oro
CHEBI:29287,or
CHEBI:29287,gold
CHEBI:77318,pxr agonist
CHEBI:77318,pxr agonists
CHEBI:77318,pregnane x receptor agonists
CHEBI:36361,phosphite
CHEBI:36361,h3po3
CHEBI:36361,phosphorige saeure
CHEBI:36361,[p(oh)3]
CHEBI:36361,p(oh)3
CHEBI:24663,hydroxy-5beta-cholanic acids
CHEBI:84087,human urinary metabolites
CHEBI:16094,thiosulfate ion
CHEBI:16094,thiosulfate
CHEBI:16094,hyposulfite
CHEBI:16094,thiosulfate (s2o3(2-))
CHEBI:16094,[so3s](2-)
CHEBI:16094,s2o3(2-)
CHEBI:16094,thiosulphate
CHEBI:16094,s2o3
CHEBI:16094,thiosulfate ion(2-)
CHEBI:16094,thiosulfate dianion
CHEBI:16094,trioxido-1kappa(3)o-disulfate(s--s)(2-)
CHEBI:16094,tetrathionate
CHEBI:29214,sulfonsaeure
CHEBI:29214,acide sulfonique
CHEBI:29214,sulphonic acid
CHEBI:29214,[sho2(oh)]
CHEBI:29214,hsho3
CHEBI:134363,tertiary amine oxides
CHEBI:61120,nucleobase-containing compound
CHEBI:61120,nucleobase-containing molecular entities
CHEBI:61120,nucleobase-containing compounds
CHEBI:38297,thiabicycloalkanes
CHEBI:29747,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholanate"
CHEBI:36358,polyatomic ions
CHEBI:22676,auxins
CHEBI:35223,catalyseur
CHEBI:35223,catalizador
CHEBI:35223,katalysator
CHEBI:33893,reagents
CHEBI:33893,reactif
CHEBI:33893,reactivo
CHEBI:88184,allergenic metal
CHEBI:88184,metal allergens
CHEBI:88184,allergenic metals
CHEBI:50263,2-hydroxydicarboxylic acids
CHEBI:20569,ec 2.5.1.19 inhibitor
CHEBI:20569,epsp synthase inhibitor
CHEBI:20569,3-phosphoshikimate 1-carboxyvinyltransferase (ec 2.5.1.19) inhibitor
CHEBI:20569,3-phosphoshikimate 1-carboxyvinyltransferase inhibitor
CHEBI:20569,3-phosphoshikimate 1-carboxyvinyltransferase (ec 2.5.1.19) inhibitors
CHEBI:20569,3-enol-pyruvoylshikimate-5-phosphate synthase inhibitors
CHEBI:20569,epsp synthase inhibitors
CHEBI:20569,5-enolpyruvylshikimate-3-phosphate synthase inhibitors
CHEBI:20569,5-enolpyruvylshikimate-3-phosphate synthase inhibitor
CHEBI:20569,ec 2.5.1.19 (3-phosphoshikimate 1-carboxyvinyltransferase) inhibitors
CHEBI:20569,3-enol-pyruvoylshikimate-5-phosphate synthase inhibitor
CHEBI:20569,3-phosphoshikimate 1-carboxyvinyltransferase inhibitors
CHEBI:20569,phosphoenolpyruvate:3-phosphoshikimate 5-o-(1-carboxyvinyl)-transferase inhibitor
CHEBI:20569,phosphoenolpyruvate:3-phosphoshikimate 5-o-(1-carboxyvinyl)-transferase inhibitors
CHEBI:20569,ec 2.5.1.19 inhibitors
CHEBI:28631,3pp
CHEBI:28631,hydrozimtsaeure
CHEBI:28631,3-phenylpropanoic acid
CHEBI:28631,benzenepropionic acid
CHEBI:28631,beta-phenylpropionic acid
CHEBI:28631,benzenepropanoic acid
CHEBI:28631,3-phenyl-propionic acid
CHEBI:28631,phenylpropanoate
CHEBI:28631,benzylacetic acid
CHEBI:28631,3-phenylpropionsaeure
CHEBI:28631,hydrocinnamic acid
CHEBI:28631,dihydrocinnamic acid
CHEBI:30763,p-salicylic acid
CHEBI:30763,p-hydroxybenzoic acid
CHEBI:30763,4-carboxyphenol
CHEBI:30531,"1,5-pentanedicarboxylic acid"
CHEBI:30531,heptanedioic acid
CHEBI:30531,pimelate
CHEBI:30531,6-carboxyhexanoic acid
CHEBI:36563,zinc group coordination entities
CHEBI:36563,zinc group coordination compounds
CHEBI:23336,cobalt cations
CHEBI:33457,phosphorus oxoacids
CHEBI:33457,oxoacids of phosphorus
CHEBI:33457,oxosaeure des phosphors
CHEBI:33485,chalcogen oxoanions
CHEBI:33455,nitrogen oxoacids
CHEBI:33455,oxoacids of nitrogen
CHEBI:27207,univalent carboacyl groups
CHEBI:27207,univalent carboxylic acyl groups
CHEBI:27207,univalent acyl group
CHEBI:25195,quicksilver
CHEBI:25195,80hg
CHEBI:25195,mercurio
CHEBI:25195,mercury
CHEBI:25195,hydrargyrum
CHEBI:25195,azogue
CHEBI:25195,quecksilber
CHEBI:25195,hg
CHEBI:25195,mercure
CHEBI:25195,liquid silver
CHEBI:30762,sal
CHEBI:30762,o-hydroxybenzoate
CHEBI:30762,2-hydroxybenzoic acid ion(1-)
CHEBI:36834,3-hydroxy steroids
CHEBI:19254,purine 2'-deoxyribonucleosides
CHEBI:42478,ethidium cation
CHEBI:42478,homidium
CHEBI:28077,rifampin
CHEBI:28077,rifampicina
CHEBI:28077,3-(((4-methyl-1-piperazinyl)imino)methyl)rifamycin sv
CHEBI:28077,rfp
CHEBI:28077,rifampicinum
CHEBI:28077,rifamcin
CHEBI:37096,adenosine 5'-phosphates
CHEBI:90318,pyruvic carboxylase inhibitors
CHEBI:90318,pyruvate:carbon-dioxide ligase (adp-forming) inhibitors
CHEBI:90318,pyruvate:carbon-dioxide ligase (adp-forming) inhibitor
CHEBI:90318,pyruvate carboxylase (ec 6.4.1.1) inhibitor
CHEBI:90318,pyruvic carboxylase inhibitor
CHEBI:90318,pyruvate carboxylase inhibitor
CHEBI:90318,ec 6.4.1.1 inhibitors
CHEBI:90318,ec 6.4.1.1 inhibitor
CHEBI:90318,pyruvate carboxylase inhibitors
CHEBI:90318,ec 6.4.1.1 (pyruvate carboxylase) inhibitors
CHEBI:90318,pyruvate carboxylase (ec 6.4.1.1) inhibitors
CHEBI:46997,l-rib
CHEBI:48354,polar solvents
CHEBI:50316,[brh2](+)
CHEBI:50316,h2br(+)
CHEBI:82655,animal growth promoters
CHEBI:82655,animal growth promoter
CHEBI:82655,animal growth promotants
CHEBI:26393,purine nucleoside triphosphates
CHEBI:16004,d-2-hydroxypropionate
CHEBI:16004,d-lactate
CHEBI:16004,d-2-hydroxypropanoate
CHEBI:46850,organoammonium salts
CHEBI:35427,ortho-fused polycyclic hydrocarbons
CHEBI:133292,a 3-oxo fatty acid
CHEBI:133292,3-keto fatty acid anion
CHEBI:133292,3-keto fatty acid anions
CHEBI:22985,calcium molecular entities
CHEBI:22985,calcium compounds
CHEBI:35286,iminium cations
CHEBI:35286,iminium ions
CHEBI:16449,2-aminopropionic acid
CHEBI:16449,2-aminopropanoic acid
CHEBI:16449,ala
CHEBI:16449,alanin
CHEBI:16449,a
CHEBI:16449,alanina
CHEBI:35221,antimetabolites
CHEBI:33549,uronates
CHEBI:33862,platinum coordination entities
CHEBI:33862,platinum coordination compounds
CHEBI:59683,anti-itching drug
CHEBI:59683,antipruritic agents
CHEBI:59683,antipruritic drugs
CHEBI:59683,anti-itching drugs
CHEBI:59683,antipruritic agent
CHEBI:29337,nh2(-)
CHEBI:35610,antineoplastic
CHEBI:35610,antineoplastic agents
CHEBI:35610,anticancer agent
CHEBI:35610,cytostatic
CHEBI:35610,anticancer agents
CHEBI:26188,polyketides
CHEBI:35801,o=n-
CHEBI:35801,-n=o
CHEBI:83811,canonical amino acid derivatives
CHEBI:83811,canonical amino acid derivative
CHEBI:83811,proteinogenic amino acid derivatives
CHEBI:83811,proteinogenic amino-acid derivatives
CHEBI:83811,canonical amino-acid derivatives
CHEBI:83811,proteinogenic amino-acid derivative
CHEBI:83811,canonical amino-acid derivative
CHEBI:32456,cys(-)
CHEBI:32456,2-amino-3-sulfanylpropanoate
CHEBI:32456,cysteine monoanion
CHEBI:32456,2-amino-3-mercaptopropanoate
CHEBI:65056,"fructose 1,6-bisphosphatase inhibitor"
CHEBI:65056,fructose diphosphatase inhibitor
CHEBI:65056,hexose bisphosphatase inhibitors
CHEBI:65056,fructose-bisphosphatase (ec 3.1.3.11) inhibitor
CHEBI:65056,"fructose 1,6-diphosphate phosphatase inhibitor"
CHEBI:65056,"d-fructose 1,6-diphosphatase inhibitor"
CHEBI:65056,"fructose 1,6-diphosphatase inhibitors"
CHEBI:65056,ec 3.1.3.11 inhibitors
CHEBI:65056,hexose diphosphatase inhibitor
CHEBI:65056,ec 3.1.3.11 (fructose-bisphosphatase) inhibitors
CHEBI:65056,fructose bisphosphate phosphatase inhibitors
CHEBI:65056,"fructose 1,6-diphosphate phosphatase inhibitors"
CHEBI:65056,fructose-bisphosphatase inhibitors
CHEBI:65056,"d-fructose-1,6-bisphosphate phosphatase inhibitors"
CHEBI:65056,"fructose 1,6-diphosphatase inhibitor"
CHEBI:65056,fructose diphosphate phosphatase inhibitor
CHEBI:65056,"fructose 1,6-bisphosphate 1-phosphatase inhibitors"
CHEBI:65056,ec 3.1.3.11 inhibitor
CHEBI:65056,fructose bisphosphate phosphatase inhibitor
CHEBI:65056,fbpase inhibitor
CHEBI:65056,"d-fructose-1,6-bisphosphate phosphatase inhibitor"
CHEBI:65056,fructose diphosphate phosphatase inhibitors
CHEBI:65056,"fructose 1,6-bisphosphate phosphatase inhibitors"
CHEBI:65056,fructose-bisphosphatase inhibitor
CHEBI:65056,"d-fructose-1,6-bisphosphate 1-phosphohydrolase inhibitors"
CHEBI:65056,"d-fructose-1,6-bisphosphate 1-phosphohydrolase inhibitor"
CHEBI:65056,"fructose 1,6-bisphosphatase inhibitors"
CHEBI:65056,"fructose 1,6-bisphosphate phosphatase inhibitor"
CHEBI:65056,fbpase inhibitors
CHEBI:65056,"fructose 1,6-bisphosphate 1-phosphatase inhibitor"
CHEBI:65056,hexose bisphosphatase inhibitor
CHEBI:65056,fructose diphosphatase inhibitors
CHEBI:65056,fructose-bisphosphatase (ec 3.1.3.11) inhibitors
CHEBI:65056,"d-fructose 1,6-diphosphatase inhibitors"
CHEBI:16526,e 290
CHEBI:16526,carbonic anhydride
CHEBI:16526,[co2]
CHEBI:16526,e-290
CHEBI:16526,co2
CHEBI:16526,e290
CHEBI:16526,r-744
CHEBI:21037,aldohexose phosphates
CHEBI:32836,(2s)-2-amino-3-hydroxypropanoate
CHEBI:32836,l-serine anion
CHEBI:51384,d-threo-hex-2-enoic acid gamma-lactone
CHEBI:51384,d-xyloascorbic acid
CHEBI:51384,d-lyxoascorbic acid
CHEBI:33519,oxoacids of tellurium
CHEBI:33519,tellurium oxoacids
CHEBI:59780,cyclic hemiketals
CHEBI:24676,hydroxybenzoic acids
CHEBI:33350,chromium group element
CHEBI:33350,chromium group elements
CHEBI:23924,inhibiteurs enzymatiques
CHEBI:23924,inhibidor enzimatico
CHEBI:23924,inhibidores enzimaticos
CHEBI:23924,inhibiteur enzymatique
CHEBI:23924,enzyme inhibitors
CHEBI:15740,formiate
CHEBI:15740,hco2 anion
CHEBI:15740,aminate
CHEBI:15740,formylate
CHEBI:15740,"formic acid, ion(1-)"
CHEBI:15740,hydrogen carboxylate
CHEBI:15740,methanoate
CHEBI:36654,3-hydroxysalicylate
CHEBI:36654,catechol-3-carboxylate
CHEBI:36654,2-pyrocatechuate
CHEBI:76655,c1-transferase (ec 2.1.*) inhibitors
CHEBI:76655,c1-transferase inhibitor
CHEBI:76655,ec 2.1.* inhibitors
CHEBI:76655,one-carbon-containing group transferase inhibitors
CHEBI:76655,one-carbon-containing group transferase inhibitor
CHEBI:76655,ec 2.1.* inhibitor
CHEBI:76655,ec 2.1.* (c1-transferase) inhibitors
CHEBI:76655,c1-transferase (ec 2.1.*) inhibitor
CHEBI:76655,c1-transferase inhibitors
CHEBI:68495,type i cell-death inducers
CHEBI:68495,apoptosis inducers
CHEBI:68495,type i cell-death inducer
CHEBI:68495,type i programmed cell-death inducer
CHEBI:68495,type i programmed cell-death inducers
CHEBI:30780,maleate
CHEBI:30780,male
CHEBI:35816,leprostatic drugs
CHEBI:35816,leprostatic
CHEBI:35816,leprostatic agent
CHEBI:38337,pyrimidones
CHEBI:22984,20ca
CHEBI:22984,ca
CHEBI:22984,calcio
CHEBI:22984,kalzium
CHEBI:22984,calcium
CHEBI:37156,hydrogen maleate
CHEBI:37156,(2z)-3-carboxyacrylate
CHEBI:37156,hmale
CHEBI:422,l-milchsaeure
CHEBI:422,(s)-2-hydroxypropanoic acid
