ChEBI_ID,Metabolite Name
CHEBI:25865,penicillanic acids
CHEBI:26078,phosphoric acid
CHEBI:15724,trimethylamine n-oxide
CHEBI:47788,3-oxo steroid
CHEBI:33443,halogen oxoanion
CHEBI:35881,pnictogen hydride
CHEBI:58953,saturated fatty acid anion
CHEBI:63944,macrocyclic lactone
CHEBI:77315,spectinomycin(2+)
CHEBI:76893,ec 3.4.14.2 (dipeptidyl-peptidase ii) inhibitor
CHEBI:13941,carbamate
CHEBI:38338,aminopyrimidine
CHEBI:37016,2'-deoxyribonucleoside 5'-phosphate
CHEBI:32679,glutaminium
CHEBI:36335,trypanocidal drug
CHEBI:83821,amino-acid derivative
CHEBI:76797,ec 2.5.1.18 (glutathione transferase) inhibitor
CHEBI:58429,"alpha,alpha-trehalose 6-phosphate(2-)"
CHEBI:32672,d-glutaminate
CHEBI:83813,proteinogenic amino acid
CHEBI:29256,thiol
CHEBI:90318,ec 6.4.1.1 (pyruvate carboxylase) inhibitor
CHEBI:27780,detergent
CHEBI:61079,ribonucleoside bisphosphate
CHEBI:37163,glucan
CHEBI:35507,natural product fundamental parent
CHEBI:16856,glutathione
CHEBI:16670,peptide
CHEBI:36043,antimicrobial drug
CHEBI:76924,plant metabolite
CHEBI:84087,human urinary metabolite
CHEBI:30927,d-tartrate(2-)
CHEBI:33749,platinum molecular entity
CHEBI:12936,d-galactose
CHEBI:29067,carboxylic acid anion
CHEBI:80368,l-ascorbate 6-phosphate
CHEBI:18212,selenite(2-)
CHEBI:52839,acridinium ion
CHEBI:35605,carbon oxoacid
CHEBI:48136,xanthosines
CHEBI:32398,d-glyceric acid
CHEBI:25696,organic anion
CHEBI:35282,sulfonium betaine
CHEBI:17359,sulfite
CHEBI:35225,buffer
CHEBI:17588,l-homocysteine
CHEBI:48358,polar aprotic solvent
CHEBI:33246,inorganic group
CHEBI:17687,glycocholic acid
CHEBI:35480,analgesic
CHEBI:22063,sulfoxide
CHEBI:30513,antimony atom
CHEBI:76729,ec 1.3.* (oxidoreductase acting on donor ch-ch group) inhibitor
CHEBI:26217,potassium molecular entity
CHEBI:133748,citrate anion
CHEBI:24561,hexahydroxyflavone
CHEBI:50160,steroid acid anion
CHEBI:7596,nitroprusside
CHEBI:22251,adenosine bisphosphate
CHEBI:30924,l-tartrate(2-)
CHEBI:33366,copper group element atom
CHEBI:50860,organic molecular entity
CHEBI:38500,ec 1.9.3.1 (cytochrome c oxidase) inhibitor
CHEBI:58945,organophosphate oxoanion
CHEBI:32833,threoninium
CHEBI:16646,carbohydrate
CHEBI:38462,ec 3.1.1.7 (acetylcholinesterase) inhibitor
CHEBI:51373,gaba agonist
CHEBI:26390,purine 2'-deoxyribonucleotide
CHEBI:25516,nickel cation
CHEBI:36233,disaccharide
CHEBI:52425,ec 3.2.1.18 (exo-alpha-sialidase) inhibitor
CHEBI:75769,b vitamin
CHEBI:18139,trimethylamine
CHEBI:35711,ursane
CHEBI:35247,d-serine zwitterion
CHEBI:71674,d-galactosamine 6-phosphate(1-)
CHEBI:15588,(r)-malate(2-)
CHEBI:78298,environmental contaminant
CHEBI:26284,"propane-1,2-diols"
CHEBI:52267,7-hydroxyflavonol
CHEBI:33302,pnictogen molecular entity
CHEBI:15956,biotin
CHEBI:33741,chromium group molecular entity
CHEBI:136859,pro-agent
CHEBI:23628,deoxyhexose
CHEBI:8273,plumbagin
CHEBI:51144,nitrogen group
CHEBI:36278,cholanic acids
CHEBI:26389,purine deoxyribonucleoside triphosphate
CHEBI:57865,uridine 5'-monophosphate(2-)
CHEBI:35544,ec 1.14.99.1 (prostaglandin-endoperoxide synthase) inhibitor
CHEBI:27869,chloroacetic acid
CHEBI:23240,chromophore
CHEBI:74711,"3,6-diaminoacridine(1+)"
CHEBI:71317,n'-monoacetylchitobiose-6'-phosphate
CHEBI:37143,organofluorine compound
CHEBI:71944,aldehydic acid anion
CHEBI:33259,elemental molecular entity
CHEBI:47004,alpha-l-ribose
CHEBI:73537,"1,8-naphthyridine derivative"
CHEBI:35742,tetracarboxylic acid
CHEBI:32114,salicylamide
CHEBI:33457,phosphorus oxoacid
CHEBI:86324,quinolone antibiotic
CHEBI:35884,primary phosphine
CHEBI:33892,iron coordination entity
CHEBI:25512,neurotransmitter
CHEBI:35692,dicarboxylic acid
CHEBI:35902,oxo monocarboxylic acid anion
CHEBI:76742,ec 1.15.* (oxidoreductase acting on superoxide as acceptor) inhibitor
CHEBI:17632,nitrate
CHEBI:63409,pentose derivative
CHEBI:37246,elemental sodium
CHEBI:38311,cephem
CHEBI:22290,aldaric acid
CHEBI:46850,organoammonium salt
CHEBI:60466,peptide zwitterion
CHEBI:15346,coenzyme a
CHEBI:77521,thermal degradation product
CHEBI:35230,fossil fuel
CHEBI:131879,cholanic acid conjugate anion
CHEBI:4883,ethidium bromide
CHEBI:17315,d-glucosamine
CHEBI:50919,antiemetic
CHEBI:24610,homocysteines
CHEBI:26393,purine nucleoside triphosphate
CHEBI:35753,tricarboxylic acid anion
CHEBI:33340,zinc group element atom
CHEBI:24584,hexosamine phosphate
CHEBI:33295,diagnostic agent
CHEBI:36249,bile acid conjugate
CHEBI:15993,n-acyl-d-glucosamine 6-phosphate
CHEBI:26987,threonine derivative
CHEBI:30852,galactaric acid
CHEBI:16862,nucleoside 5'-diphosphate
CHEBI:9908,ursolic acid
CHEBI:46848,n-arylpiperazine
CHEBI:66873,c4-dicarboxylic acid
CHEBI:33731,cluster
CHEBI:87211,fluoroquinolone antibiotic
CHEBI:29864,mannitol
CHEBI:33808,galacturonic acids
CHEBI:132130,hydroxyquinone
CHEBI:33666,polycyclic hydrocarbon
CHEBI:77962,food antioxidant
CHEBI:51057,3-phenylpropionate
CHEBI:26710,sodium chloride
CHEBI:25381,monoalkyl phosphate
CHEBI:33720,carbohydrate acid
CHEBI:27899,cisplatin
CHEBI:47878,hexose phosphate
CHEBI:61120,nucleobase-containing molecular entity
CHEBI:25698,ether
CHEBI:58032,anhydrotetracycline zwitterion
CHEBI:25000,lactone
CHEBI:35559,furan
CHEBI:26432,pyrimidine nucleobase
CHEBI:73216,ec 3.6.* (hydrolases acting on acid anhydrides) inhibitor
CHEBI:17992,sucrose
CHEBI:63563,oligosaccharide derivative
CHEBI:23509,cysteine derivative
CHEBI:24458,guanosines
CHEBI:33488,selenium oxoanion
CHEBI:24175,galacturonate
CHEBI:38337,pyrimidone
CHEBI:33676,d-block molecular entity
CHEBI:33281,antimicrobial agent
CHEBI:44485,n-ethylmaleimide
CHEBI:36084,dihydroxybenzoate
CHEBI:17522,alditol
CHEBI:18274,2'-deoxyribonucleoside
CHEBI:24965,deoxyketohexose
CHEBI:32505,phenylalaninium
CHEBI:133292,3-oxo fatty acid anion
CHEBI:59724,ribonucleoside triphosphate oxoanion
CHEBI:422,(s)-lactic acid
CHEBI:39745,dihydrogenphosphate
CHEBI:64709,organic acid
CHEBI:33248,hydrocarbyl group
CHEBI:78616,carbohydrates and carbohydrate derivatives
CHEBI:33282,antibacterial agent
CHEBI:30776,hexanoic acid
CHEBI:77450,dicarboxylic acid monoamide(1-)
CHEBI:33356,iron group element atom
CHEBI:52209,aetiopathogenetic role
CHEBI:51422,organodiyl group
CHEBI:32436,d-alaninium
CHEBI:33425,halogen oxoacid
CHEBI:51336,metal sulfate
CHEBI:23424,cyanides
CHEBI:30616,atp(4-)
CHEBI:35456,cadmium dichloride
CHEBI:76907,ec 4.2.1.* (hydro-lyases) inhibitor
CHEBI:52672,rhodamine 6g
CHEBI:73267,oxidative phosphorylation inhibitor
CHEBI:25196,mercury molecular entity
CHEBI:35878,phosphanes
CHEBI:29340,hydridonitrate(2-)
CHEBI:32784,tyrosinate(1-)
CHEBI:30362,isopentane
CHEBI:36572,cyanide salt
CHEBI:35662,terpenoid fundamental parent
CHEBI:37075,ribonucleoside 5'-diphosphate
CHEBI:51245,phenanthridines
CHEBI:24973,ketohexose
CHEBI:15193,dl-tartrate(2-)
CHEBI:35519,cholane
CHEBI:23451,cyclitol
CHEBI:35341,steroid
CHEBI:15824,d-fructose
CHEBI:132951,maleate
CHEBI:57844,l-methionine zwitterion
CHEBI:35274,ammonium ion derivative
CHEBI:23066,cephalosporin
CHEBI:35693,dicarboxylic acid anion
CHEBI:17774,pimelate(1-)
CHEBI:33437,chlorine oxoanion
CHEBI:49976,zinc dichloride
CHEBI:29192,hydrogenperoxide(1-)
CHEBI:35481,non-narcotic analgesic
CHEBI:16284,datp
CHEBI:33970,elemental gold
CHEBI:25940,peroxides
CHEBI:25370,molybdenum molecular entity
CHEBI:76694,ec 5.3.* (intramolecular oxidoreductase) inhibitor
CHEBI:32431,l-alaninate
CHEBI:59836,oxo fatty acid anion
CHEBI:35222,inhibitor
CHEBI:23690,dicarboxylic acid amide
CHEBI:57288,acetyl-coa(4-)
CHEBI:52210,pharmacological role
CHEBI:57834,spermidine(3+)
CHEBI:76967,human xenobiotic metabolite
CHEBI:30813,decanoic acid
CHEBI:77523,maillard reaction product
CHEBI:26020,phosphate
CHEBI:38295,azabicycloalkane
CHEBI:46774,polyether
CHEBI:28802,flavonols
CHEBI:33459,pnictogen oxoanion
CHEBI:35990,bridged compound
CHEBI:30512,silver atom
CHEBI:58065,homocysteine zwitterion
CHEBI:33452,benzylic group
CHEBI:50114,estrogen
CHEBI:30763,4-hydroxybenzoic acid
CHEBI:27744,glyphosate
CHEBI:16335,adenosine
CHEBI:35589,9h-purine
CHEBI:65256,antimicrobial food preservative
CHEBI:35610,antineoplastic agent
CHEBI:15589,(s)-malate(2-)
CHEBI:33754,trionic acid
CHEBI:51689,enone
CHEBI:39141,bronsted acid
CHEBI:55323,antidiarrhoeal drug
CHEBI:38163,organic heterotetracyclic compound
CHEBI:24318,glutamine family amino acid
CHEBI:35352,organonitrogen compound
CHEBI:60004,mixture
CHEBI:24870,ion
CHEBI:63247,reducing agent
CHEBI:50733,nutraceutical
CHEBI:22324,alkyl phosphate
CHEBI:25115,malate
CHEBI:26218,potassium salt
CHEBI:60242,monovalent inorganic cation
CHEBI:21663,n-acylneuraminates
CHEBI:60798,excitatory amino acid antagonist
CHEBI:22260,adenosines
CHEBI:26079,phosphoric acid derivative
CHEBI:22868,bile salt
CHEBI:37076,ribonucleoside 5'-triphosphate
CHEBI:17062,primary aliphatic amine
CHEBI:30408,iron-sulfur cluster
CHEBI:134249,alkanesulfonate oxoanion
CHEBI:57685,sn-glycerol 1-phosphate(2-)
CHEBI:70977,"alkane-alpha,omega-diammonium(2+)"
CHEBI:60249,lead ion
CHEBI:22653,asparagine
CHEBI:48544,methanesulfonates
CHEBI:24869,ionophore
CHEBI:50263,2-hydroxydicarboxylic acid
CHEBI:33560,p-block element atom
CHEBI:33350,chromium group element atom
CHEBI:61908,ec 1.14.13.39 (nitric oxide synthase) inhibitor
CHEBI:62946,ammonium sulfate
CHEBI:33562,f-block element atom
CHEBI:16890,glycerol monophosphate
CHEBI:15428,glycine
CHEBI:35880,diphosphane
CHEBI:71671,aldonate(1-)
CHEBI:52855,inorganic nanoparticle
CHEBI:75092,morin
CHEBI:33489,selenium oxoacid
CHEBI:88188,drug allergen
CHEBI:32646,methioninium
CHEBI:131367,3-hydroxy-3-butenoic acid
CHEBI:23775,dihydroxy-5beta-cholanic acid
CHEBI:26401,purines
CHEBI:38443,1-benzopyran
CHEBI:18222,xylose
CHEBI:28077,rifampicin
CHEBI:50908,hepatotoxic agent
CHEBI:78118,fatty acid anion 10:0
CHEBI:37527,acid
CHEBI:76706,ec 6.1.* (c-o bond-forming ligase) inhibitor
CHEBI:28659,phosphorus atom
CHEBI:102484,sulfisoxazole
CHEBI:21241,vitamin c
CHEBI:42111,(r)-lactic acid
CHEBI:62081,"1,1-diunsubstituted alkanesulfonate"
CHEBI:84688,fe(iii)-complexed hydroxamate siderophore
CHEBI:24963,ketoaldonic acid
CHEBI:16094,thiosulfate(2-)
CHEBI:37806,penicillanic acid
CHEBI:24780,imidazoles
CHEBI:24803,indole-3-acetic acids
CHEBI:48354,polar solvent
CHEBI:35584,purine
CHEBI:64712,trivalent inorganic cation
CHEBI:76551,n-nitrosoureas
CHEBI:20706,6-aminopurines
CHEBI:26446,pyrimidine ribonucleotide
CHEBI:52895,rhodamine 6g(1+)
CHEBI:53670,cefotaxime(1-)
CHEBI:27136,triol
CHEBI:17821,thymine
CHEBI:26396,purine ribonucleoside diphosphate
CHEBI:26848,tannin
CHEBI:75603,ec 6.* (ligase) inhibitor
CHEBI:36300,tricarboxylic acid dianion
CHEBI:35442,antiparasitic agent
CHEBI:24960,ketoaldehyde
CHEBI:63338,deoxy sugar derivative
CHEBI:33554,organosulfonate oxoanion
CHEBI:25697,organic cation
CHEBI:26271,proline
CHEBI:50916,lipid kinase inhibitor
CHEBI:39143,lewis acid
CHEBI:33706,beta-amino acid
CHEBI:17120,hexanoate
CHEBI:38631,aminoalkylindole
CHEBI:47019,dihydroxytetrahydrofuran
CHEBI:24663,hydroxy-5beta-cholanic acid
CHEBI:10642,scyllo-inositol
CHEBI:85638,haloacetate(1-)
CHEBI:16857,l-threonine
CHEBI:47537,l-glucaric acid
CHEBI:48218,antiseptic drug
CHEBI:36274,glycochenodeoxycholic acid
CHEBI:32432,l-alaninium
CHEBI:30779,succinate(1-)
CHEBI:53559,topoisomerase iv inhibitor
CHEBI:48901,thiazoles
CHEBI:62345,l-rhamnose
CHEBI:26441,pyrimidine nucleotide
CHEBI:32660,asparaginate
CHEBI:32988,amide
CHEBI:131927,dicarboxylic acids and o-substituted derivatives
CHEBI:57597,sn-glycerol 3-phosphate(2-)
CHEBI:23905,monoatomic anion
CHEBI:33582,carbon group molecular entity
CHEBI:35223,catalyst
CHEBI:76668,ec 2.7.* (p-containing group transferase) inhibitor
CHEBI:24127,fungicide
CHEBI:34905,paraquat
CHEBI:22632,arsenic molecular entity
CHEBI:20854,atp synthase inhibitor
CHEBI:76906,ec 4.1.1.* (carboxy-lyase) inhibitor
CHEBI:38166,organic heteropolycyclic compound
CHEBI:26977,thiosulfate
CHEBI:29101,sodium(1+)
CHEBI:26706,sn-glycerol 3-phosphates
CHEBI:32451,d-cysteinium
CHEBI:25106,macrolide
CHEBI:4356,desferrioxamine b
CHEBI:35233,tungsten coordination entity
CHEBI:23824,diol
CHEBI:17630,kanamycin a
CHEBI:28368,novobiocin
CHEBI:25016,lead atom
CHEBI:26607,saturated fatty acid
CHEBI:16516,2'-deoxyribonucleoside triphosphate
CHEBI:35294,carbopolycyclic compound
CHEBI:59792,thioacetal
CHEBI:57586,biotinate
CHEBI:25701,organic oxide
CHEBI:26912,oxolanes
CHEBI:17087,ketone
CHEBI:21037,aldohexose phosphate
CHEBI:72797,kanamycin x
CHEBI:3507,cefsulodin
CHEBI:76841,"ec 1.14.13.* (oxidoreductase acting on paired donors, incorporating 1 atom of oxygen, with nadh or nadph as one donor) inhibitor"
CHEBI:17289,homoserine lactone
CHEBI:25806,oxygen molecular entity
CHEBI:17158,methylglyoxal
CHEBI:38532,hydrazone
CHEBI:61073,oxygen radical
CHEBI:86359,l-gluconic acid
CHEBI:22658,aspartate family amino acid
CHEBI:33253,nucleon
CHEBI:18295,histamine
CHEBI:36299,tricarboxylic acid monoanion
CHEBI:33937,macronutrient
CHEBI:26626,selenites
CHEBI:61993,maltotriose
CHEBI:32820,l-threoninate
CHEBI:28098,kanamycin b
CHEBI:35674,antihypertensive agent
CHEBI:22927,bromine atom
CHEBI:61293,adenyl nucleotide
CHEBI:30985,"4,4'-bipyridine"
CHEBI:63353,disaccharide derivative
CHEBI:90333,(e)-3-(indol-2-yl)acrylic acid
CHEBI:61295,guanyl ribonucleotide
CHEBI:25506,neuraminates
CHEBI:29073,l-ascorbic acid
CHEBI:28938,ammonium
CHEBI:52206,biochemical role
CHEBI:32786,tyrosinium
CHEBI:26195,polyphenol
CHEBI:23232,chromenes
CHEBI:22480,amino disaccharide
CHEBI:33570,benzenediols
CHEBI:17981,o-acetyl-l-serine
CHEBI:37808,butane
CHEBI:24576,hexaric acid anion
CHEBI:21575,n-acetyl-amino acid
CHEBI:36873,radical anion
CHEBI:50525,phenolate anion
CHEBI:58165,"3',5'-cyclic amp(1-)"
CHEBI:75787,prokaryotic metabolite
CHEBI:18310,alkane
CHEBI:35359,carboxamidine
CHEBI:37684,mannose
CHEBI:26712,sodium molecular entity
CHEBI:35469,antidepressant
CHEBI:37335,mri contrast agent
CHEBI:47016,tetrahydrofuranone
CHEBI:63299,carbohydrate derivative
CHEBI:22633,arsenite ion
CHEBI:33738,di-mu-sulfido-diiron(1+)
CHEBI:33249,organyl group
CHEBI:35568,mancude ring
CHEBI:59063,polymyxin b2
CHEBI:30769,citric acid
CHEBI:26649,serine derivative
CHEBI:26672,siderophore
CHEBI:38263,2-amino-3-hydroxybutanoic acid
CHEBI:24471,halogen molecular entity
CHEBI:21619,n-acetylneuraminates
CHEBI:33958,halide salt
CHEBI:32841,d-serinium
CHEBI:26440,pyrimidine nucleoside
CHEBI:76764,ec 3.5.* (hydrolases acting on non-peptide c-n bonds) inhibitor
CHEBI:88212,lead(ii) chloride
CHEBI:35381,monosaccharide
CHEBI:48378,carboximidic acid
CHEBI:24347,glycerates
CHEBI:29321,sodium nitroprusside
CHEBI:35820,antiprotozoal drug
CHEBI:19237,2'-deoxyadenosine 5'-phosphate
CHEBI:22301,aldonic acid
CHEBI:35293,fused compound
CHEBI:23888,drug
CHEBI:76663,ec 2.5.1.* (non-methyl-alkyl or aryl transferase) inhibitor
CHEBI:75768,mammalian metabolite
CHEBI:24995,lactam
CHEBI:36235,bile acid anion
CHEBI:38222,hydrocarbyl anion
CHEBI:24533,heterodetic cyclic peptide
CHEBI:28328,d-galactosamine
CHEBI:63423,alditol derivative
CHEBI:39474,polyazaalkane
CHEBI:76807,ec 3.5.1.* (non-peptide linear amide c-n hydrolase) inhibitor
CHEBI:26580,rifamycins
CHEBI:33839,macromolecule
CHEBI:36699,corticosteroid hormone
CHEBI:47923,tripeptide
CHEBI:58954,straight-chain saturated fatty acid anion
CHEBI:36655,glyoxylate
CHEBI:18254,ribonucleoside
CHEBI:35176,zinc sulfate
CHEBI:35366,fatty acid
CHEBI:63340,deoxyhexose derivative
CHEBI:59793,monothioacetal
CHEBI:49201,anti-ulcer drug
CHEBI:25274,methylamines
CHEBI:23965,estradiol
CHEBI:32435,d-alaninate
CHEBI:24867,monoatomic ion
CHEBI:16708,adenine
CHEBI:22712,benzenes
CHEBI:64641,divalent inorganic cation
CHEBI:33308,carboxylic ester
CHEBI:38627,diazine
CHEBI:26421,pyridines
CHEBI:30772,butyric acid
CHEBI:52208,biophysical role
CHEBI:76736,ec 1.9.* (oxidoreductase acting on donor heme group) inhibitor
CHEBI:32439,alaninate
CHEBI:13705,acetoacetate
CHEBI:21731,n-glycosyl compound
CHEBI:49095,beta-amino-acid anion
CHEBI:36628,"1,8-naphthyridine"
CHEBI:73474,acetylenic compound
CHEBI:42820,guanidine
CHEBI:49105,thiamine hydrochloride
CHEBI:24971,ketohexose monophosphate
CHEBI:17677,ctp
CHEBI:24527,herbicide
CHEBI:77922,isopentenol
CHEBI:60248,nickel ion
CHEBI:35113,elemental mercury
CHEBI:100147,nalidixic acid
CHEBI:26546,rhamnose
CHEBI:59770,cyclic acetal
CHEBI:19260,2'-deoxyribonucleotide
CHEBI:75215,sodium molybdate (anhydrous)
CHEBI:50112,sex hormone
CHEBI:24675,hydroxybenzoate
CHEBI:51121,fluorescent dye
CHEBI:61078,purine nucleoside bisphosphate
CHEBI:35555,mancude organic heteromonocyclic parent
CHEBI:36358,polyatomic ion
CHEBI:64571,nmda receptor agonist
CHEBI:28837,octanoic acid
CHEBI:63041,manganese(ii) chloride
CHEBI:57990,2-dehydro-3-deoxy-d-gluconate
CHEBI:26282,propanals
CHEBI:2559,aldohexose 6-phosphate
CHEBI:36252,glycochenodeoxycholate
CHEBI:35107,azane
CHEBI:35620,vasodilator agent
CHEBI:49107,thiamine(2+)
CHEBI:76787,ec 3.4.11.* (aminopeptidase) inhibitor
CHEBI:65001,ec 3.1.1.3 (triacylglycerol lipase) inhibitor
CHEBI:33362,nickel group element atom
CHEBI:35891,propylphosphine
CHEBI:17996,chloride
CHEBI:33429,monoatomic monoanion
CHEBI:32443,l-cysteinate(2-)
CHEBI:37044,pyrimidine ribonucleoside 5'-triphosphate
CHEBI:86328,antifungal agrochemical
CHEBI:23521,cytidine 5'-phosphate
CHEBI:36816,oxime o-ether
CHEBI:50996,tertiary amino compound
CHEBI:76956,aspergillus metabolite
CHEBI:63385,hexose derivative
CHEBI:9177,sodium deoxycholate
CHEBI:23116,chlorine atom
CHEBI:27024,toluenes
CHEBI:24532,organic heterocyclic compound
CHEBI:84189,l-threonine derivative
CHEBI:87113,antibiotic antifungal drug
CHEBI:35776,arsenic oxoanion
CHEBI:33559,s-block element atom
CHEBI:57287,coenzyme a(4-)
CHEBI:61557,nucleoside 5'-triphoshate(4-)
CHEBI:32681,l-argininate
CHEBI:32599,magnesium sulfate
CHEBI:77020,ec 1.10.99.2 [ribosyldihydronicotinamide dehydrogenase (quinone)] inhibitor
CHEBI:51447,organic univalent group
CHEBI:33579,main group molecular entity
CHEBI:59869,l-alpha-amino acid zwitterion
CHEBI:35488,central nervous system depressant
CHEBI:33861,transition element coordination entity
CHEBI:23614,deoxycholate
CHEBI:79020,"alpha,beta-unsaturated monocarboxylic acid"
CHEBI:15595,malate(2-)
CHEBI:24621,hormone
CHEBI:25195,mercury atom
CHEBI:36237,cholanic acid
CHEBI:57869,6-aminopenicillanic acid zwitterion
CHEBI:16480,nitric oxide
CHEBI:29105,zinc(2+)
CHEBI:58231,ctp(3-)
CHEBI:33903,glucuronates
CHEBI:28885,butan-1-ol
CHEBI:26512,quinolinemonocarboxylic acid
CHEBI:58722,n-acetylmuramate 6-phosphate
CHEBI:51958,organic polycyclic compound
CHEBI:35728,lanthanoid coordination entity
CHEBI:35789,oxo steroid
CHEBI:26082,phosphorus molecular entity
CHEBI:36164,amino dicarboxylic acid
CHEBI:134438,titanium oxides
CHEBI:76206,xenobiotic metabolite
CHEBI:27955,streptamine
CHEBI:50910,neurotoxin
CHEBI:33595,cyclic compound
CHEBI:55373,isoxazoles
CHEBI:61292,guanyl nucleotide
CHEBI:35438,nickel coordination entity
CHEBI:25350,mevalonate
CHEBI:51270,tetracenes
CHEBI:33742,tungsten molecular entity
CHEBI:35479,alkali metal salt
CHEBI:22727,benzopyran
CHEBI:57670,n-acylglycinate
CHEBI:62733,aromatic amide
CHEBI:58199,l-homocysteine zwitterion
CHEBI:5975,iron chelate
CHEBI:48578,radical scavenger
CHEBI:64382,organosulfonate salt
CHEBI:50511,bipyridines
CHEBI:30412,monoatomic dication
CHEBI:22313,alkaline earth metal atom
CHEBI:38445,chromenone
CHEBI:33433,monoatomic halogen
CHEBI:38323,cholinergic drug
CHEBI:23003,carbamate ester
CHEBI:38785,morpholines
CHEBI:36856,hydrogen isocyanide
CHEBI:75381,ec 1.11.1.* (peroxidases) inhibitor
CHEBI:36829,polyatomic monoanion
CHEBI:24261,glucocorticoid
CHEBI:58432,histaminium
CHEBI:132157,"hydroxy-1,4-naphthoquinone"
CHEBI:33760,hexonate
CHEBI:52211,physiological role
CHEBI:51084,inorganic nitrate salt
CHEBI:47704,ammonium salt
CHEBI:22950,butan-4-olide
CHEBI:35296,ortho-fused polycyclic arene
CHEBI:35883,phosphine
CHEBI:66987,radiation protective agent
CHEBI:456216,adp(3-)
CHEBI:58359,l-glutamine zwitterion
CHEBI:48377,imidic acid
CHEBI:57846,l-fuculose 1-phosphate(2-)
CHEBI:35808,citrate(2-)
CHEBI:32876,tertiary amine
CHEBI:38260,pyrrolidines
CHEBI:30780,maleate(2-)
CHEBI:16062,n-acyl-d-mannosamine
CHEBI:77881,ec 4.3.1.15 (diaminopropionate ammonia-lyase) inhibitor
CHEBI:76932,pathway inhibitor
CHEBI:21545,n-acetyl-l-amino acid
CHEBI:64708,one-carbon compound
CHEBI:27027,micronutrient
CHEBI:76773,ec 3.1.1.* (carboxylic ester hydrolase) inhibitor
CHEBI:26666,short-chain fatty acid
CHEBI:3020,benzalkonium chloride
CHEBI:86327,antifungal drug
CHEBI:22958,butenedioic acid
CHEBI:616459,carbamimidoylazanium
CHEBI:43474,hydrogenphosphate
CHEBI:45506,alpha-d-ribose
CHEBI:76830,ec 5.99.1.* (miscellaneous isomerase) inhibitor
CHEBI:24874,iron ionophore
CHEBI:36902,chalcogen hydride
CHEBI:83347,organosulfonic ester
CHEBI:76737,ec 1.10.* (oxidoreductase acting on diphenols and related substances as donors) inhibitor
CHEBI:30657,d-homoserine lactone
CHEBI:35842,antirheumatic drug
CHEBI:48357,aprotic solvent
CHEBI:39447,pyrimidines
CHEBI:32875,methyl group
CHEBI:25676,oligopeptide
CHEBI:33670,heteromonocyclic compound
CHEBI:25872,pentacyclic triterpenoid
CHEBI:36807,hydrochloride
CHEBI:51650,diphosphanes
CHEBI:35238,amino-acid zwitterion
CHEBI:26628,selenium molecular entity
CHEBI:60027,polymer
CHEBI:61355,3-hydroxy carboxylic acid
CHEBI:23357,cofactor
CHEBI:16235,guanine
CHEBI:29259,hydrogenphosphite
CHEBI:33261,organosulfur compound
CHEBI:50904,allergen
CHEBI:22483,amino oligosaccharide
CHEBI:33541,thiosulfate(1-)
CHEBI:35757,monocarboxylic acid anion
CHEBI:23132,chlorobenzenes
CHEBI:58946,acyl-coa oxoanion
CHEBI:24407,glycosyl glycoside
CHEBI:33984,fucose
CHEBI:57926,l-threonine zwitterion
CHEBI:38808,calcium channel modulator
CHEBI:33515,transition element cation
CHEBI:17061,d-glutamine
CHEBI:47622,acetate ester
CHEBI:36361,phosphorous acid
CHEBI:50471,primary arylamine
CHEBI:35701,ester
CHEBI:68452,azole
CHEBI:30928,meso-tartrate(2-)
CHEBI:35350,hydroxy steroid
CHEBI:48828,cobalt(2+)
CHEBI:17593,maltooligosaccharide
CHEBI:32727,tryptophanate
CHEBI:32651,l-asparaginium
CHEBI:50994,primary amino compound
CHEBI:83057,daphnia metabolite
CHEBI:16914,salicylic acid
CHEBI:50675,beta-d-glucosaminyl-(1->4)-d-glucosamine
CHEBI:15351,acetyl-coa
CHEBI:63490,explosive
CHEBI:58093,homoserinium lactone
CHEBI:28053,melibiose
CHEBI:48706,antagonist
CHEBI:16183,methane
CHEBI:49637,hydrogen atom
CHEBI:24062,fluorine molecular entity
CHEBI:63534,monoamine
CHEBI:15138,sulfide(2-)
CHEBI:26348,prosthetic group
CHEBI:18282,nucleobase
CHEBI:41609,carbonate
CHEBI:63789,n-(3-oxohexanoyl)-l-homoserine lactone
CHEBI:17972,ribonucleoside triphosphate
CHEBI:35131,aldose phosphate
CHEBI:4431,deoxyribonucleotide
CHEBI:53443,salicylamides
CHEBI:30477,tellurite
CHEBI:83820,non-proteinogenic amino acid
CHEBI:24898,isoleucine
CHEBI:23778,dihydroxybenzoic acid
CHEBI:33744,iron group molecular entity
CHEBI:35117,manganese coordination entity
CHEBI:17393,d-allose
CHEBI:33804,gluconates
CHEBI:50858,corticosteroid
CHEBI:88186,metal cation allergen
CHEBI:35390,galactarate(1-)
CHEBI:74713,"3,6-diaminoacridine(2+)"
CHEBI:63332,ec 3.1.3.1 (alkaline phosphatase) inhibitor
CHEBI:58342,acyl-coa(4-)
CHEBI:18026,"2,3-dihydroxybenzoic acid"
CHEBI:27902,tetracycline
CHEBI:15734,primary alcohol
CHEBI:48819,cyano group
CHEBI:24970,ketohexose bisphosphate
CHEBI:132943,aspartate
CHEBI:79089,ceric oxide
CHEBI:59876,n-acyl-d-alpha-amino acid anion
CHEBI:61313,c21-steroid
CHEBI:28112,nickel atom
CHEBI:24455,guanosine phosphate
CHEBI:35202,molybdenum coordination entity
